reason_type,service_name,device_name,friendly_name,desired_state,phrase,response
already_state,switch.turn_on,stairway_lights,Treppenlichtschalter,on,Schalte <device_name> ein,"Entschuldigung, <device_name> ist bereits eingeschaltet, es ist keine Änderung nötig."
not_available,garage_door.stop_cover,golfwagen,Golfwagentür,,Stoppe das <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,lock.unlock,sauna,Sauna-Türschloss,,Entsperre das Schloss <device_name>,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,switch.turn_off,home_theater_lighting,Steuerung der Heimkinobeleuchtung,,Schalte <device_name> aus,"Entschuldigung, ich kann das Gerät nicht finden."
already_state,climate.turn_on,mysa_smart_thermostat,Mysa Smart Thermostat für elektrische Fußleistenheizungen,on,Schalte die Klimaanlage <device_name> ein,"Die Klimaanlage <device_name> ist bereits eingeschaltet, es ist nichts zu ändern."
not_available,media_player.volume_up,sonos_beam,Sonos Kompakt-Soundbar,,Lautstärke von <device_name> erhöhen,"Entschuldigung, ich kann das Gerät <device_name> nicht in Ihrem Zuhause finden."
not_available,light.turn_off,back_fireplace_lifx,Hinteres Kaminlicht,,Schalte das <device_name> aus.,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,switch.toggle,badezimmer_fan,Schalter für Badezimmerventilator,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,climate.turn_on,johnson_glas,Johnson Controls GLAS Smart Thermostat,,Schalte <device_name> ein,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,media_player.turn_off,panasonic_4k_bluray_player,Panasonic Blueray-Player,,Schalte <device_name> aus,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,light.turn_on,back_arcade_warm,Zurück Arcade Warmes Licht,,Schalte <device_name> ein,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,climate.set_temperature,trane_comfortlink_ii,Trane ComfortLink II XL1050,,Stelle die Temperatur von <device_name> auf 21 °C ein.,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,lock.lock,seiteneingang,Seitliches Torschloss,,Schließe <device_name> ab,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,light.turn_off,upstairs_sideyard_zigbee,Seitenlicht im Obergeschoss,,Schalte das Licht <device_name> aus.,"Entschuldigung, ich kann das Gerät <device_name> nicht finden."
already_state,fan.turn_off,badezimmer_unten,Ventilator im Badezimmer im Erdgeschoss,off,Bitte <device_name> ausschalten,"Der <device_name> ist bereits aus, es muss nichts geändert werden."
not_available,climate.set_temperature,zen_wifi_thermostat,Zen Thermostat WiFi Edition,,Stelle die Temperatur im <device_name> auf 20 Grad ein.,"Entschuldigung, ich kann das Gerät <device_name> nicht finden."
not_available,garage_door.toggle,gewächshaus,Gewächshaustür,,Schalte das <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,fan.toggle,dachboden_1,Dachbodenventilatoren,,Schalte <device_name> ein/aus,"Entschuldigung, ich finde das Gerät <device_name> nicht im Haus."
not_available,vacuum.return_to_base,back_deck_sweeper,Reiniger für den Hinterdeckbereich,,Bitte bring <device_name> zurück zur Basis,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
already_state,fan.turn_on,veranda,Deckenventilator für die Veranda,on,Schalte <device_name> ein,"Entschuldigung, das Gerät ist bereits eingeschaltet, es gibt nichts zu ändern."
already_state,vacuum.start,kitchen_xiaomi,Küchenstaubsauger,cleaning,Starte <device_name>,"Der Staubsauger reinigt bereits, es ist nichts zu ändern."
already_state,switch.turn_off,under_cabinet_lights,Schalter für die Beleuchtung unter dem Schrank,off,Schalte <device_name> aus,Der <device_name> ist bereits aus. Es gibt nichts zu ändern.
not_available,light.toggle,flur,Flurbeleuchtung,,Licht im <device_name> umschalten,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,blinds.open_cover,küche,Küchenjalousien,,Öffne die Jalousie <device_name>,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,switch.toggle,wintergarten_lichter,Wintergarten-Lichtschalter,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
already_state,media_player.turn_off,sonos_living,Sonos-Wohnzimmer,off,Schalte <device_name> aus.,"Das Gerät ist bereits ausgeschaltet, es muss nichts geändert werden."
not_available,vacuum.start,left_corner_bot,Schmutzsauger in der linken Ecke,,Starte den <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,vacuum.stop,downstairs_guest_room,Staubsauger im Gästezimmer im Erdgeschoss,,Stoppe den <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
already_state,lock.lock,gewächshaus,Gewächshausschloss,locked,Schließe <device_name>.,"Das Gerät ist bereits gesperrt, es muss nichts geändert werden."
already_state,garage_door.close_cover,carport,Carporttür,closed,Schließe die <device_name>.,"Das <device_name> ist bereits geschlossen, es muss nichts geändert werden."
already_state,switch.turn_on,bewässerungssystem,Bewässerungssystemschalter,on,Schalte <device_name> ein.,"Der Schalter ist bereits eingeschaltet, es ist nichts zu ändern."
not_available,climate.turn_on,honeywell_lyric_t6,Honeywell Lyric T6 Pro,,Schalte das Klima <device_name> ein,"Entschuldigung, ich kann das Gerät <device_name> im Haus nicht finden."
not_available,blinds.toggle,theater_raum,Jalousien für Heimkino,,Schalte <device_name> um,"Entschuldigung, ich finde das Gerät nicht in deinem Zuhause."
already_state,fan.turn_on,master_bath,Master-Badezimmerventilator,on,Schalte <device_name> ein,"Der <device_name> läuft bereits, ich muss nichts ändern."
not_available,garage_door.toggle,ein_auto,Garage für ein Auto,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,blinds.open_cover,esszimmer,Esszimmerjalousien,,Öffne <device_name>,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,blinds.toggle,wohnzimmer,Wohnzimmerjalousien,,Schalte <device_name> um,"Entschuldigung, ich kann <device_name> nicht in deinem Zuhause finden."
not_available,media_player.volume_up,apple_tv_4k,Apple 4K-Streaming-Gerät,,Lautstärke erhöhen bei <device_name>,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,garage_door.toggle,golfwagen,Golfwagentür,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,lock.lock,ski_storage,Skiaufbewahrungsschloss,,Schließe <device_name> ab,"Entschuldigung, ich kann <device_name> nicht in deinem Zuhause finden."
not_available,climate.set_temperature,honeywell_lyric_t6,Honeywell Lyric T6 Pro,,Stelle die Temperatur im <device_name> auf 23 Grad ein.,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,vacuum.start,keller_deebot,Keller-Deebot,,Starte den <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,light.turn_off,master_schlafzimmer_lampe,Hauptschlafzimmerlampe,,Schalte das Licht <device_name> aus,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,blinds.toggle,bastelraum,Bastelraumjalousien,,Schalte die Jalousie <device_name> um,"Entschuldigung, ich kann das Gerät <device_name> leider nicht in deinem Zuhause finden."
not_available,media_player.volume_up,fire_tv,Fire TV-Medien,,Lautstärke von <device_name> erhöhen,"Entschuldigung, ich kann <device_name> nicht in deinem Zuhause finden."
not_available,blinds.toggle,somfy_living,Wohnzimmerjalousien,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,vacuum.stop,under_bed_cleaner,Staubsammler unter dem Bett,,Stoppe <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,fan.toggle,dachboden,Dachbodenventilator,,Schalte <device_name> ein/aus,"Entschuldigung, ich kann das Gerät nicht im Haus finden."
not_available,garage_door.toggle,rv_storage,Stauraumtür für Wohnmobile,,Bitte <device_name> umschalten,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,vacuum.stop,under_bed_cleaner,Staubsammler unter dem Bett,,Stoppe <device_name>,"Entschuldigung, ich kann das Gerät nicht finden."
already_state,climate.turn_on,johnson_glas,Johnson Controls GLAS Smart Thermostat,on,Schalte <device_name> ein,"Das Gerät ist bereits eingeschaltet, es muss nichts geändert werden."
not_available,switch.turn_on,office_lights,Schalter für Bürobeleuchtung,,Schalte <device_name> ein,"Entschuldigung, ich kann das Gerät <device_name> nicht im Haus finden."
not_available,switch.toggle,einfahrtslichter,Steuerung der Einfahrtsbeleuchtung,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät <device_name> nicht im Haus finden."
not_available,switch.turn_off,pool_pump,Schalter für Poolpumpe,,Schalte <device_name> aus,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,light.turn_off,front_closet_homekit,Vorderes Schranklicht,,Schalte das Licht im <device_name> aus.,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
already_state,blinds.close_cover,theater_raum,Jalousien für Heimkino,closed,Schließe die Jalousie <device_name>,"Entschuldigung, <device_name> ist bereits geschlossen, es gibt nichts zu ändern."
already_state,climate.turn_off,emerson_sensi_touch,Emerson Sensi Touch WLAN-Thermostat,off,Schalte <device_name> aus,"Das Gerät ist bereits aus, es muss nichts geändert werden."
not_available,garage_door.close_cover,chamberlain_1,Kammerherr,,Schließe <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
already_state,garage_door.close_cover,chamberlain_1,Kammerherr,closed,Schließe die Abdeckung von <device_name>,"Die Garage ist bereits geschlossen, es muss nichts geändert werden."
not_available,climate.set_temperature,mysa_smart_thermostat,Mysa Smart Thermostat für elektrische Fußleistenheizungen,,Stelle die Temperatur von <device_name> auf 26 Grad ein.,"Entschuldigung, ich kann <device_name> nicht in deinem Zuhause finden."
not_available,climate.turn_off,netatmo_smart,Smartes Thermostat von Netatmo,,Schalte <device_name> aus,"Entschuldigung, ich kann das Gerät nicht finden."
not_available,media_player.volume_up,ps5_living_room,Wohnzimmer PS5,,Lautstärke von <device_name> erhöhen,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
already_state,lock.lock,zauntür,Zauntorschloss,locked,Schließe <device_name> ab,"Das Gerät ist bereits gesperrt, ich muss nichts ändern."
not_available,switch.toggle,sauna_lights,Saunalichtschalter,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
not_available,lock.unlock,schlafzimmer_2,Zweites Schlafzimmerschloss,,Entsperre <device_name>,"Entschuldigung, ich kann <device_name> nicht in deinem Zuhause finden."
already_state,garage_door.open_cover,liftmaster_2,LiftMaster,open,Öffne die Abdeckung von <device_name>.,"Entschuldigung, die Abdeckung von <device_name> ist bereits offen, es ist nichts zu ändern."
not_available,vacuum.stop,back_deck_sweeper,Reiniger für den Hinterdeckbereich,,Bitte stoppe den Staubsauger <device_name>.,"Entschuldigung, ich kann das Gerät nicht finden und kann es deshalb nicht stoppen."
not_available,media_player.volume_up,sonos_living,Sonos-Wohnzimmer,,Lautstärke von <device_name> erhöhen,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
already_state,lock.lock,dienstboteneingang,Service-Eingangsschleuse,locked,Schließe <device_name> ab,"Das Gerät ist bereits gesperrt, es muss nichts geändert werden."
not_available,garage_door.toggle,liftmaster_1,LiftMaster,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,blinds.stop_cover,back_window,Jalousien für die Hinterfenster,,Stoppe die <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,blinds.stop_cover,gästezimmer,Jalousien für Gästezimmer,,Stoppe <device_name>,"Entschuldigung, ich kann das Gerät nicht in Ihrem Zuhause finden."
already_state,switch.turn_on,yard_floodlights,Schalter für Hofscheinwerfer,on,Schalte <device_name> ein,"Das Gerät ist bereits eingeschaltet, es muss nichts geändert werden."
already_state,light.turn_on,upstairs_corridor_zigbee,Flurbeleuchtung im Obergeschoss,on,<device_name> einschalten,"Das Gerät ist bereits eingeschaltet, es muss nichts geändert werden."
already_state,switch.turn_off,front_gate_lighting,Schalter für die Vordertorbeleuchtung,off,Schalte <device_name> aus.,"Das Gerät ist bereits aus, es muss nichts geändert werden."
already_state,vacuum.return_to_base,upstairs_bathroom_vac,Badezimmerhelfer im Obergeschoss,docked,Bitte sende <device_name> zurück zur Basis,"Das Gerät ist bereits in der Dockingstation, ein Zurückkehren ist nicht nötig."
already_state,switch.turn_off,werkstattbeleuchtung,Werkstattlichtschalter,off,Schalte <device_name> aus.,"Das Gerät ist bereits aus, es muss nichts geändert werden."
not_available,blinds.stop_cover,gästezimmer,Jalousien für Gästezimmer,,Stoppe <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,garage_door.toggle,liftmaster_1,LiftMaster,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,vacuum.stop,under_sofa_cleaner,Untersofareiniger,,Stoppe den <device_name>,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,blinds.open_cover,dachfenster,Oberlichtjalousien,,Öffne <device_name>,"Entschuldigung, ich kann das Gerät nicht in Ihrem Zuhause finden."
not_available,fan.toggle,küche,Küchenventilator,,Schalte den <device_name> ein,"Entschuldigung, ich kann den <device_name> nicht im Haus finden."
not_available,light.turn_off,downstairs_lounge_homekit,Lounge-Licht im Erdgeschoss,,Schalte das <device_name> aus,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,garage_door.toggle,chamberlain_2,Kammerherr,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät nicht in deinem Zuhause finden."
not_available,blinds.open_cover,somfy_living,Wohnzimmerjalousien,,Öffne die Jalousie <device_name>,"Entschuldigung, ich kann das Gerät <device_name> nicht in Ihrem Zuhause finden."
not_available,blinds.toggle,gästezimmer,Jalousien für Gästezimmer,,Schalte <device_name> um,"Entschuldigung, ich kann das Gerät <device_name> nicht in Ihrem Zuhause finden."
not_available,lock.lock,office_cabinet,Büroschrankschloss,,Verriegle <device_name>,"Entschuldigung, ich kann das Gerät nicht finden."
not_available,media_player.turn_off,gästezimmer,Gästezimmermedien,,Schalte <device_name> aus,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
already_state,garage_door.open_cover,höheres_niveau,Garage auf der oberen Ebene,open,Öffne <device_name>,"Entschuldigung, <device_name> ist bereits geöffnet, es muss nichts geändert werden."
already_state,light.turn_off,front_living_room_ge,Vorderes Wohnzimmerlicht,off,Schalte <device_name> aus,"Das Gerät ist bereits aus, es muss nichts geändert werden."
already_state,switch.turn_off,sicherheitssystem,Schalter des Sicherheitssystems,off,Schalte <device_name> aus,"Der <device_name> ist bereits aus, es muss nichts geändert werden."
not_available,vacuum.start,master_schlafzimmer_shark,Staubsauger im Hauptschlafzimmer,,Starte den <device_name>,"Entschuldigung, ich kann das Gerät nicht im Haus finden."
not_available,switch.turn_off,walkway_lights,Gehwegbeleuchtungsschalter,,Schalte <device_name> aus,"Entschuldigung, ich kann das Gerät <device_name> nicht in deinem Zuhause finden."
