reason_type,service_name,device_name,friendly_name,desired_state,phrase,response
not_available,media_player.volume_down,ipad_cuisine,iPad de cuisine,,Baisser le volume du <device_name>,"Désolé, je ne trouve pas le <device_name> dans la maison."
not_available,light.toggle,en_bas_fireplace_mqtt,Lumière de cheminée en bas,,Bascule <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
already_state,climate.turn_off,sinope_smart,Thermostat intelligent Sinopé,off,Éteins le climat de <device_name>,"Le climat de <device_name> est déjà éteint, aucune action n'est nécessaire."
not_available,blinds.stop_cover,chambre_des_enfants,Stores pour chambres d'enfants,,Arrête le store <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
already_state,lock.unlock,porte_vélos,Antivol pour porte-vélos,unlocked,Déverrouille <device_name>,"Désolé, <device_name> est déjà déverrouillé, aucune action n'est nécessaire."
already_state,lock.lock,porte_sur_le_toit,Serrure d'accès au toit,locked,Verrouiller <device_name>,"Le <device_name> est déjà verrouillé, aucune action n’est nécessaire."
not_available,garage_door.open_cover,côté_2,Porte de garage latérale,,Ouvre le couvercle du <device_name>,"Désolé, je ne trouve pas ce dispositif dans votre maison."
not_available,blinds.toggle,cuisine_fenêtre,Stores de fenêtre de cuisine,,Bascule <device_name>,"Désolé, je ne trouve pas <device_name> dans votre maison."
not_available,fan.turn_on,salon_room_center,Ventilateur central du salon,,Allume le <device_name>,"Désolé, je ne trouve pas le <device_name> dans votre maison."
already_state,switch.turn_on,water_feature_lights,Interrupteur d'éclairage de jeu d'eau,on,Allume <device_name>,"Le <device_name> est déjà allumé, aucune modification n'est nécessaire."
not_available,climate.turn_off,mysa_smart_thermostat,Thermostat intelligent Mysa pour plinthes électriques,,Éteins le climat de <device_name>,"Désolé, je ne trouve pas cet appareil dans votre maison."
already_state,vacuum.return_to_base,patio_doorway_vac,Nettoyant pour porte-patio,docked,Faire revenir <device_name> à la base,"Je suis désolé, <device_name> est déjà sur son socle, il n’y a rien à faire."
already_state,blinds.close_cover,fenêtre_avant,Stores de fenêtre avant,closed,Fermer le volet <device_name>,"Le volet <device_name> est déjà fermé, aucune action n'est nécessaire."
already_state,vacuum.return_to_base,ci_dessus_escaliers_robot,Appareil à épousseter au-dessus des escaliers,docked,Faire retourner <device_name> à sa base,"Le <device_name> est déjà sur son socle, aucun déplacement n’est nécessaire."
not_available,switch.turn_off,salon_room_lights,Interrupteur d'éclairage du salon,,Éteins <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
already_state,media_player.media_play_pause,cuisine,Lecteur multimédia de cuisine,playing,Mettre en pause <device_name>,"Le lecteur <device_name> est déjà en lecture, aucune action n’est nécessaire."
not_available,light.turn_on,à_l'étage_mancave_zigbee,Lumière de la grotte de l'homme à l'étage,,Allume la lumière <device_name> à 95% de luminosité,"Je suis désolé, je ne trouve pas cet appareil dans la maison."
not_available,fan.decrease_speed,salle_de_bain_bas,Ventilateur dans la salle de bain du rez-de-chaussée,,Baisser la vitesse du <device_name>,"Désolé, je ne trouve pas le <device_name> dans votre maison."
not_available,climate.turn_on,mysa_smart_thermostat,Thermostat intelligent Mysa pour plinthes électriques,,Allume le climat <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,media_player.media_play_pause,ps5_living_room,Salon PS5,,Mets en pause <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,blinds.open_cover,chambre_des_enfants,Stores pour chambres d'enfants,,Ouvre le volet <device_name>,"Désolé, je ne trouve pas ce dispositif dans la maison."
not_available,media_player.volume_down,epson_home_cinema,Vidéoprojecteur Epson,,Baisse le volume de <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
not_available,garage_door.open_cover,voiturette_de_golf,Garage pour voiturettes de golf,,Ouvre le couvercle du <device_name>,"Désolé, je ne trouve pas le <device_name> dans votre maison."
not_available,media_player.turn_off,chromecast,Médias Chromecast,,Éteins le lecteur multimédia <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
not_available,blinds.open_cover,couloir,Stores de couloir,,Ouvre le volet <device_name>,"Je suis désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
already_state,media_player.turn_on,garderie,Lecteur multimédia pour crèche,on,Allume le lecteur multimédia <device_name>,"Le <device_name> est déjà allumé, aucune action n'est nécessaire."
not_available,blinds.stop_cover,bureau,Stores de bureau,,Arrête le volet <device_name>,"Désolé, je ne trouve pas ce dispositif dans votre maison."
already_state,fan.turn_on,cuisine_2,Ventilateurs de cuisine,on,Allume le ventilateur <device_name>,"Le ventilateur <device_name> est déjà allumé, aucune modification n'est requise."
not_available,fan.toggle,salon_chambre_2,Ventilateur du salon,,Bascule <device_name>,"Désolé, je ne trouve pas ce dispositif dans la maison."
not_available,blinds.stop_cover,couloir,Stores de couloir,,Arrête <device_name>,"Désolé, je ne trouve pas cet appareil dans votre maison."
not_available,blinds.toggle,fenêtre_avant,Stores de fenêtre avant,,Bascule les <device_name>,"Désolé, je ne trouve pas <device_name> dans votre maison."
already_state,light.turn_on,garderie,Lumière de pépinière,on,Allume la lumière <device_name>,"Désolé, <device_name> est déjà allumée, aucune action n'est nécessaire."
not_available,media_player.turn_off,samsung_hw_q90r,Barre de son Surround Samsung,,Éteins le lecteur multimédia <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
not_available,switch.turn_off,den_lights,Interrupteur de lumières de salon,,Éteins le <device_name>,"Désolé, je ne trouve pas ce dispositif dans la maison."
not_available,garage_door.close_cover,camping_car,Porte de garage pour camping-car,,Ferme le couvercle du <device_name>,"Désolé, je ne trouve pas cet appareil dans votre maison."
not_available,garage_door.stop_cover,deux_voitures,Garage pour deux voitures,,Arrête le <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,lock.lock,salle_de_sport,Serrure de salle de sport à domicile,,Verrouille le <device_name>,"Je suis désolé, mais je ne trouve pas le <device_name> dans la maison."
not_available,light.turn_on,cuisine_winecellar_warm,Lumière chaude de cave à vin de cuisine,,"Allume la lumière <device_name> à 54 % de luminosité, couleur blanc froid.","Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
already_state,media_player.media_play_pause,roku_chambre,Joueur Roku dans la chambre,playing,Mettre en pause <device_name>,"Le lecteur <device_name> joue déjà, aucune modification n’est nécessaire."
already_state,climate.turn_on,tado_smart,Thermostat intelligent Tado,on,Allume le climatiseur <device_name>,"Le <device_name> est déjà allumé, aucune action n'est nécessaire."
not_available,light.turn_on,salle_à_manger_1,Lumière de la salle à manger,,Allume la lumière <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
not_available,light.toggle,étude,Étudier la lumière,,Bascule <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
not_available,switch.toggle,utility_room_lights,Interrupteur d'éclairage de buanderie,,Bascule le <device_name>,"Désolé, je ne trouve pas ce dispositif dans votre maison."
not_available,lock.unlock,porte_d'entrée,Serrure de porte avant,,Déverrouille <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
not_available,climate.turn_on,johnson_glas,Thermostat intelligent GLAS de Johnson Controls,,Allume le climat <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
already_state,lock.unlock,conservatoire,Verrouillage du conservatoire,unlocked,Déverrouille <device_name>,"Le verrou est déjà déverrouillé, aucune action n'est nécessaire."
already_state,vacuum.return_to_base,front_hall_samsung,Robot de balayage du hall d'entrée,docked,Faire revenir <device_name> à la base,"Désolé, <device_name> est déjà docké, aucun besoin de le renvoyer."
not_available,garage_door.open_cover,hangar_2,Deuxième porte du cabanon,,Ouvre le couvercle du <device_name>,"Désolé, je ne trouve pas le <device_name> dans votre maison."
already_state,light.turn_off,front_lounge_ge,Éclairage du salon avant,off,Éteins <device_name>,"Le <device_name> est déjà éteint, aucune action n'est nécessaire."
already_state,fan.turn_off,chambre_maître,Ventilateur de la chambre principale,off,Éteins le ventilateur <device_name>,"Le <device_name> est déjà éteint, aucune action n'est nécessaire."
already_state,blinds.open_cover,salon_room_large,Stores du salon principal,open,Ouvre le volet <device_name>,"Le volet <device_name> est déjà ouvert, aucune action n'est nécessaire."
not_available,vacuum.stop,salon_room_roomba,Aspirateur de salon,,Arrête le <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
not_available,media_player.turn_on,denon_av_receiver,Récepteur audio-vidéo Denon,,Allume le lecteur multimédia <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
already_state,blinds.open_cover,bureau_fenêtre,Stores de fenêtre de bureau,open,ouvre <device_name>,"Le <device_name> est déjà ouvert, aucune action nécessaire."
not_available,switch.turn_off,sous_cabinet_lights,Interrupteur d'éclairage sous l'armoire,,Éteins <device_name>,"Désolé, je ne trouve pas cet appareil dans votre maison."
not_available,garage_door.toggle,bateau,Porte de rangement pour bateau,,Bascule le <device_name>.,"Désolé, je ne trouve pas ce dispositif dans la maison."
already_state,fan.turn_off,chambre_droite,Ventilateur de chambre côté droit,off,Éteins le ventilateur <device_name>,"Le ventilateur <device_name> est déjà éteint, aucune action n'est nécessaire."
not_available,media_player.turn_on,google_nest_hub,Écran intelligent de l'Assistant Google,,Allume le lecteur multimédia <device_name>.,"Je suis désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,media_player.volume_down,nintendo_switch,Nintendo Switch,,baisser le volume de <device_name>,"Je suis désolé, je ne trouve pas le dispositif <device_name> dans la maison."
not_available,switch.toggle,feux_de_cour_arriere,Interrupteur des feux de cour arrière,,Bascule le commutateur <device_name>,"Désolé, je ne trouve pas <device_name> dans votre maison."
not_available,fan.decrease_speed,balcon,Ventilateur de balcon,,Baisse la vitesse du <device_name>,"Désolé, je ne trouve pas le <device_name> dans la maison."
not_available,blinds.toggle,garage,Stores de garage,,Bascule les <device_name>,"Désolé, je ne trouve pas les <device_name> dans votre maison."
already_state,switch.turn_off,garage_atelier_lights,Interrupteur d'éclairage d'atelier de garage,off,Éteins le <device_name>,"Le <device_name> est déjà éteint, aucune action n'est nécessaire."
not_available,climate.set_temperature,kono_thermostat,Thermostat intelligent Kono,,Régler la température du <device_name> à 22°C,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
already_state,vacuum.return_to_base,left_corner_bot,Aspirateur de saleté du coin gauche,docked,Faire revenir <device_name> à la base,"Le <device_name> est déjà docké, aucune action n'est nécessaire."
not_available,climate.turn_on,netatmo_smart,Thermostat Intelligent Netatmo,,Allume le climat <device_name>,"Désolé, je ne trouve pas cet appareil dans la maison."
not_available,blinds.open_cover,bureau_fenêtre,Stores de fenêtre de bureau,,Ouvre le volet <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,fan.toggle,chambre_maître,Ventilateur de la chambre principale,,Bascule le ventilateur <device_name>,"Désolé, je ne trouve pas ce dispositif dans la maison."
not_available,fan.turn_off,salle_à_manger,Ventilateur de salle à manger,,Éteins le <device_name>,"Désolé, je ne trouve pas ce ventilateur dans la maison."
not_available,blinds.open_cover,salle_d'artisanat,Stores pour salle d'artisanat,,Ouvre le volet <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
not_available,fan.decrease_speed,grenier_ventilation,Ventilateur de grenier,,Baisse la vitesse du <device_name>,"Je suis désolé, je ne trouve pas le <device_name> dans votre maison."
not_available,switch.toggle,couloir_lights,Interrupteur d'éclairage de couloir,,Bascule <device_name>,"Je suis désolé, mais je ne trouve pas cet appareil dans votre maison."
already_state,fan.turn_off,îlot_cuisine,Ventilateur de cuisine,off,Éteins le ventilateur <device_name>,"Désolé, le ventilateur <device_name> est déjà éteint, aucune action n'est nécessaire."
not_available,switch.toggle,feux_de_cour_arriere,Interrupteur des feux de cour arrière,,Bascule <device_name>,"Désolé, je ne trouve pas <device_name> dans la maison."
not_available,media_player.turn_on,salle_de_bains_speaker_system,Haut-parleur de salle de bain étanche,,Allume le <device_name>,"Désolé, je ne trouve pas ce dispositif dans la maison."
not_available,fan.decrease_speed,grenier_3,Ventilateurs de grenier,,Baisser la vitesse du <device_name>,"Désolé, je ne trouve pas le <device_name> dans la maison."
not_available,climate.turn_on,sinope_smart,Thermostat intelligent Sinopé,,Allume le climat <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,vacuum.start,salle_à_manger_area_bissel,Détachant la saleté de la salle à manger,,Démarre le <device_name>,"Je suis désolé, je ne trouve pas le <device_name> dans la maison."
not_available,vacuum.return_to_base,kitchen_xiaomi,Aspirateur de cuisine,,Faire revenir <device_name> à sa base,"Désolé, je ne trouve pas <device_name> dans la maison."
already_state,lock.unlock,grenier,Serrure de porte de grenier,unlocked,déverrouille <device_name>,"Le <device_name> est déjà déverrouillé, aucune action n'est nécessaire."
not_available,vacuum.start,maître_chambre_requin,Aspirateur de la chambre principale,,Démarre le <device_name>,"Désolé, je ne trouve pas cet appareil chez vous."
already_state,climate.turn_on,bosch_bcc100,Commande connectée Bosch BCC100,on,Allume le climat <device_name>,"Le <device_name> est déjà allumé, aucune action n'est nécessaire."
not_available,media_player.turn_off,salle_de_bains_speaker_system,Haut-parleur de salle de bain étanche,,Éteins le lecteur multimédia <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
not_available,light.turn_off,arrière_cour,Lumière de jardin,,Éteins <device_name>,"Désolé, je ne trouve pas <device_name> dans la maison."
already_state,blinds.open_cover,garage,Stores de garage,open,Ouvre le volet <device_name>,"Le volet <device_name> est déjà ouvert, aucune action n'est nécessaire."
not_available,switch.turn_off,den_lights,Interrupteur de lumières de salon,,Éteins le <device_name>,"Désolé, je ne trouve pas le <device_name> dans la maison."
not_available,light.turn_on,retour_attic_lifx,Lumière de grenier arrière,,Allume <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
already_state,fan.turn_off,le_porche,Ventilateur de porche,off,Éteins le <device_name>,"Le <device_name> est déjà éteint, aucune action n'est nécessaire."
not_available,media_player.turn_on,sonos_cuisine,Cuisine Sonos,,Allume le lecteur multimédia <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,climate.turn_on,nest_learning,Thermostat d'apprentissage Nest,,Allume le climat <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans la maison."
already_state,lock.unlock,yale_cuisine,Cuisine Yale,unlocked,déverrouille <device_name>,"Désolé, <device_name> est déjà déverrouillé, aucune action n'est nécessaire."
not_available,fan.turn_on,salon,Ventilateur de salon,,Allume le <device_name>,"Désolé, je ne trouve pas le <device_name> dans la maison."
not_available,switch.turn_off,lumières_porche,Interrupteur de lumières de porche,,Éteins le <device_name>.,"Désolé, je ne trouve pas le <device_name> dans votre maison."
not_available,light.turn_on,downstairs_master_chambre_homekit,Lumière de la chambre principale en bas,,Allume la lumière <device_name> en jaune,"Désolé, je ne trouve pas ce dispositif dans la maison."
already_state,blinds.close_cover,ikea_smart,Stores intelligents Ikea,closed,Fermez <device_name>,"Désolé, <device_name> est déjà fermé, aucune action n'est nécessaire."
already_state,lock.unlock,allée_gate,Serrure de portail d'allée,unlocked,Déverrouille <device_name>,"Désolé, <device_name> est déjà déverrouillé, aucune action n'est nécessaire."
not_available,garage_door.toggle,côté,Porte de garage latérale,,Bascule le <device_name>,"Désolé, je ne trouve pas ce dispositif dans la maison."
already_state,light.turn_off,back_office_lifx,Éclairage du back-office,off,Éteins la lumière <device_name>,"La lumière <device_name> est déjà éteinte, aucune action n'est nécessaire."
already_state,fan.turn_off,garderie,Ventilateur de chambre d'enfant,off,Éteins le ventilateur <device_name>,"Désolé, le ventilateur <device_name> est déjà éteint, aucune action n’est nécessaire."
not_available,blinds.stop_cover,salle_de_bain,Stores de salle de bain,,Arrête <device_name>,"Désolé, je ne trouve pas le dispositif <device_name> dans votre maison."
not_available,fan.increase_speed,chambre_invité,Ventilateur de chambre d'amis,,Augmente la vitesse du <device_name>,"Désolé, je ne trouve pas le <device_name> dans la maison."
already_state,fan.turn_on,balcon,Ventilateur de balcon,on,Allume le ventilateur <device_name>,"Le ventilateur est déjà allumé, aucune action n'est nécessaire."
